TOKEN	NE-COARSE-LIT
have	O
one	O
vote	B_TERM
,	O
as	O
all	O
other	O
members	O
.	O
According	O
to	O
Article	O
8(6	O
)	O
of	O
the	O
GRECO	O
Statute	B_TERM
,	O
'	O
members	O
of	O
GRECO	O
participating	O
in	O
the	O
mutual	O
evaluation	O
shall	O
have	O
the	O
right	B_TERM
to	I_TERM
vote	I_TERM
'	O
.	O
Although	O
the	O
EU	O
is	O
not	O
party	O
to	O
the	O
Council	O
of	O
Europe	O
's	O
Criminal	B_TERM
and	O
Civil	B_TERM
Law	I_TERM
Conventions	O
on	O
Corruption	B_TERM
,	O
according	O
to	O
the	O
GRECO	O
regulatory	B_TERM
framework	I_TERM
,	O
it	O
may	O
still	O
be	O
evaluated	O
.	O
The	O
evaluation	O
of	O
the	O
EU	O
institutions	O
would	O
concern	O
mainly	O
the	O
Twenty	O
Guiding	O
Principles	O
for	O
the	O
Fight	B_TERM
against	I_TERM
Corruption	I_TERM
and	O
would	O
assume	O
a	O
form	O
of	O
prior	O
endorsement	O
(	O
possibly	O
a	O
unilateral	O
statement	O
)	O
of	O
these	O
principles	O
.	O
Through	O
accession	O
to	O
UNCAC	O
,	O
a	O
precedent	O
has	O
been	O
created	O
for	O
full-fledged	O
membership	O
of	O
the	O
EU	O
in	O
an	O
organisation	O
that	O
also	O
carries	O
out	O
reviews	O
of	O
its	O
members	O
.	O
However	O
,	O
in	O
the	O
case	O
of	O
UNCAC	O
,	O
the	O
EU	O
is	O
not	O
currently	O
participating	O
in	O
the	O
mutual	O
review	O
process	O
.	O
Under	O
this	O
option	O
,	O
the	O
EU	O
would	O
participate	O
fully	O
in	O
the	O
evaluation	O
procedure	O
of	O
Member	O
States	O
,	O
as	O
well	O
as	O
candidate	O
countries	O
,	O
potential	O
candidates	O
,	O
and	O
other	O
third	O
countries	O
.	O
Consequently	O
,	O
the	O
EU	O
would	O
be	O
able	O
to	O
have	O
a	O
representative	O
nominated	O
in	O
GRECO	O
's	O
Bureau	O
according	O
to	O
the	O
applicable	O
rules	B_TERM
(	O
i.e.	O
rotating	O
basis	O
)	O
.	O
The	O
EU	O
would	O
be	O
member	O
of	O
GRECO	O
's	O
Statutory	B_TERM
Committee	I_TERM
,	O
which	O
has	O
decision-making	O
powers	O
on	O
budgetary	B_TERM
matters	O
.	O
All	O
other	O
rights	B_TERM
and	O
obligations	O
under	O
GRECO	O
's	O
Statute	B_TERM
and	O
Rules	B_TERM
of	I_TERM
Procedure	I_TERM
would	O
apply	O
to	O
the	O
EU	O
.	O
The	O
EU	O
would	O
become	O
a	O
contributor	O
to	O
the	O
GRECO	O
budget	B_TERM
.	O
The	O
impact	O
assessment	O
accompanying	O
the	O
Commission	O
Decision	B_TERM
on	O
the	O
setting	O
up	O
of	O
an	O
EU	O
reporting	B_TERM
mechanism	I_TERM
for	O
periodical	O
evaluation	O
estimated	O
the	O
potential	O
financial	B_TERM
costs	I_TERM
of	O
EU	O
participation	O
in	O
GRECO	O
at	O
about	O
450,000	O
Euros	O
per	O
year	O
.	O
This	O
would	O
cover	O
the	O
contribution	O
to	O
the	O
GRECO	O
budget	B_TERM
(	O
i.e.	O
around	O
300,000	O
euros	O
for	O
a	O
major	O
contributor	O
)	O
and	O
the	O
cost	B_TERM
of	O
activities	O
not	O
currently	O
carried	O
out	O
by	O
GRECO	O
that	O
would	O
mainly	O
benefit	O
the	O
EU	O
(	O
e.g.	O
comparative	O
reports	O
and	O
identification	O
of	O
outstanding	O
recommendations	O
for	O
the	O
EU-27	O
)	O
.	O
Such	O
activities	O
may	O
be	O
financed	B_TERM
,	O
for	O
example	O
,	O
via	O
service	O
contracts	B_TERM
or	O
action	B_TERM
grants	I_TERM
.	O
This	O
option	O
has	O
a	O
high	O
potential	O
to	O
meet	O
all	O
the	O
specific	O
objectives	O
mentioned	O
in	O
section	O
3	O
.	O
It	O
would	O
also	O
ensure	O
:	O
high	O
visibility	O
of	O
the	O
EU-GRECO	O
cooperation	O
;	O
complementarity	O
between	O
GRECO	O
and	O
the	O
future	O
EU	O
reporting	B_TERM
mechanism	I_TERM
;	O
potential	O
to	O
ensure	O
further	O
improvements	O
in	O
the	O
GRECO	O
evaluation	O
system	O
;	O
greater	O
focus	O
on	O
EU	O
policy	B_TERM
areas	I_TERM
.	O
However	O
,	O
evaluation	O
of	O
EU	O
institutions	O
by	O
GRECO	O
is	O
an	O
endeavour	O
that	O
needs	O
to	O
be	O
assessed	O
in	O
more	O
depth	O
in	O
terms	O
of	O
requisites	O
,	O
feasibility	O
and	O
potential	O
impact	O
,	O
the	O
GRECO	O
evaluation	O
system	O
being	O
geared	O
to	O
countries	O
rather	O
than	O
organisations	O
.	O
While	O
some	O
of	O
the	O
Twenty	O
Guiding	O
Principles	O
may	O
be	O
applied	O
to	O
organisations	O
as	O
well	O
(	O
e.g.	O
integrity	B_TERM
in	O
public	B_TERM
administration	I_TERM
)	O
,	O
an	O
evaluation	O
under	O
the	O
current	O
GRECO	O
procedures	O
would	O
not	O
be	O
comprehensive	O
and	O
its	O
added	O
value	O
rather	O
unclear	O
for	O
both	O
GRECO	O
and	O
the	O
Union	O
.	O
Without	O
the	O
evaluation	O
of	O
EU	O
institutions	O
by	O
GRECO	O
,	O
the	O
EU	O
would	O
not	O
have	O
full	O
voting	B_TERM
rights	I_TERM
in	O
the	O
GRECO	O
plenary	O
.	O
Membership	O
with	O
limited	O
voting	B_TERM
rights	I_TERM
GRECO	O
Statute	B_TERM
stipulates	O
that	O
the	O
modalities	O
of	O
the	O
EU	O
's	O
participation	O
will	O
be	O
determined	O
in	O
the	O
resolution	B_TERM
inviting	O
it	O
to	O
participate	O
,	O
without	O
any	O
specific	O
indication	O
as	O
to	O
the	O
type	O
of	O
participation	O
.	O
Thus	O
,	O
EU	O
participation	O
may	O
also	O
take	O
the	O
form	O
of	O
membership	O
with	O
limited	O
voted	B_TERM
rights	I_TERM
.	O
Such	O
an	O
alternative	O
may	O
not	O
require	O
evaluation	O
of	O
the	O
EU	O
by	O
GRECO	O
,	O
but	O
would	O
imply	O
the	O
creation	O
of	O
a	O
framework	O
for	O
a	O
further	O
joint	O
assessment	O
by	O
the	O
two	O
organisations	O
of	O
the	O
requisites	O
,	O
feasibility	O
and	O
potential	O
impact	O
of	O
the	O
evaluation	O
of	O
EU	O
institutions	O
,	O
taking	O
account	O
of	O
the	O
specificities	O
and	O
competences	O
of	O
the	O
EU	O
.	O
However	O
,	O
in	O
its	O
50th	O
meeting	O
,	O
the	O
GRECO	O
plenary	O
stressed	O
that	O
,	O
while	O
acknowledging	O
that	O
special	O
arrangements	O
might	O
be	O
necessary	O
to	O
accommodate	O
to	O
the	O
particularities	O
of	O
the	O
EU	O
,	O
the	O
evaluation	O
of	O
EU	O
institutions	O
by	O
GRECO	O
must	O
be	O
more	O
than	O
just	O
a	O
remote	O
possibility	O
(	O
i.e.	O
the	O
assessment	O
would	O
need	O
to	O
progressively	O
lead	O
to	O
EU	O
's	O
evaluation	O
)	O
.	O
Under	O
this	O
option	O
,	O
the	O
EU	O
becomes	O
a	O
contributor	O
to	O
the	O
GRECO	O
budget	B_TERM
,	O
with	O
a	O
slightly	O
reduced	O
contribution	O
than	O
in	O
the	O
case	O
of	O
full	O
membership	O
.	O
The	O
EU	O
would	O
have	O
the	O
right	B_TERM
to	I_TERM
vote	I_TERM
on	O
procedural	O
,	O
financial	B_TERM
and	O
budgetary	B_TERM
issues	O
.	O
It	O
would	O
have	O
no	O
right	B_TERM
to	I_TERM
vote	I_TERM
in	O
the	O
GRECO	O
plenary	O
on	O
the	O
adoption	O
of	O
evaluation	O
and	O
compliance	B_TERM
reports	I_TERM
,	O
no	O
representative	O
in	O
the	O
GRECO	O
's	O
Bureau	O
and	O
would	O
not	O
participate	O
in	O
the	O
elections	B_TERM
for	O
president	O
and	O
vice-president	O
.	O
The	O
EU	O
would	O
appoint	O
representatives	O
to	O
the	O
GRECO	O
plenary	O
,	O
participate	O
in	O
its	O
debates	O
,	O
make	O
recommendations	O
on	O
evaluation	O
/	O
compliance	B_TERM
reports	I_TERM
,	O
and	O
possibly	O
have	O
a	O
representative	O
participating	O
as	O
an	O
observer	O
in	O
the	O
country	O
visits	O
in	O
the	O
Member	O
States	O
,	O
candidate	O
countries	O
,	O
potential	O
candidates	O
,	O
and	O
other	O
states	O
accepting	O
such	O
participation	O
.	O
The	O
EU	O
would	O
be	O
able	O
to	O
formulate	O
suggestions	O
as	O
to	O
the	O
organisation	O
of	O
evaluations	O
and	O
their	O
follow-up	O
.	O
The	O
practical	O
arrangements	O
for	O
EU	O
participation	O
in	O
GRECO	O
would	O
be	O
reviewed	O
by	O
the	O
Commission	O
jointly	O
with	O
GRECO	O
on	O
a	O
periodical	O
basis	O
(	O
e.g.	O
every	O
5	O
years	O
)	O
,	O
and	O
potential	O
amendments	O
may	O
be	O
adopted	O
by	O
mutual	O
agreement	O
between	O
GRECO	O
and	O
the	O
EU	O
.	O
This	O
option	O
would	O
ensure	O
input	O
to	O
the	O
future	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
:	O
i.e.	O
a	O
comparative	O
analysis	O
carried	O
out	O
by	O
GRECO	O
based	O
on	O
the	O
existing	O
evaluation	O
and	O
compliance	B_TERM
reports	I_TERM
on	O
Member	O
States	O
and	O
flagging	O
of	O
the	O
most	O
relevant	O
outstanding	O
recommendations	O
.	O
It	O
would	O
largely	O
meet	O
the	O
specific	O
objectives	O
mentioned	O
in	O
section	O
3	O
,	O
allowing	O
EU	O
participation	O
in	O
the	O
evaluation	O
of	O
Member	O
States	O
.	O
Although	O
it	O
would	O
not	O
have	O
any	O
decision-making	O
power	O
in	O
the	O
evaluation	O
process	O
,	O
the	O
EU	O
may	O
be	O
actively	O
involved	O
in	O
implementation	O
and	O
prompt	O
actions	O
which	O
may	O
ensure	O
additional	O
focus	O
on	O
policy	B_TERM
areas	I_TERM
more	O
relevant	O
for	O
the	O
EU	O
.	O
Cooperation	O
between	O
GRECO	O
and	O
the	O
EU	O
would	O
gain	O
political	B_TERM
weight	O
,	O
and	O
duplication	O
would	O
be	O
avoided	O
.	O
The	O
issue	O
of	O
the	O
evaluation	O
of	O
EU	O
institutions	O
by	O
GRECO	O
would	O
need	O
to	O
be	O
clarified	O
as	O
a	O
matter	O
of	O
priority	O
in	O
negotiations	O
.	O
The	O
advantages	B_TERM
of	O
a	O
simplified	O
form	O
of	O
participation	O
are	O
however	O
clearer	O
where	O
the	O
EU	O
would	O
not	O
be	O
required	O
to	O
commit	O
to	O
the	O
evaluation	O
of	O
its	O
institutions	O
.	O
Joint	O
programme	O
This	O
would	O
assume	O
EU	O
financial	B_TERM
assistance	O
to	O
GRECO	O
in	O
the	O
form	O
of	O
a	O
grant	B_TERM
for	O
the	O
delivery	O
of	O
specific	O
predefined	O
results	O
and	O
may	O
span	O
a	O
set	O
period	O
of	O
time	O
(	O
2	O
-	O
3	O
years	O
)	O
,	O
with	O
the	O
possibility	O
of	O
periodical	O
renewal	O
.	O
Such	O
a	O
solution	O
for	O
targeted	O
cooperation	O
between	O
the	O
EU	O
and	O
GRECO	O
has	O
already	O
been	O
implemented	O
.	O
For	O
example	O
,	O
the	O
Council	O
of	O
Europe	O
participates	O
in	O
the	O
Eastern	O
Partnership	O
as	O
a	O
privileged	O
partner	O
,	O
supporting	O
with	O
its	O
expertise	O
the	O
EU	O
and	O
the	O
Eastern	O
Partnership	O
countries	O
.	O
To	O
give	O
some	O
political	B_TERM
weight	O
to	O
the	O
partnership	O
,	O
a	O
Memorandum	B_TERM
of	I_TERM
Understanding	I_TERM
or	O
an	O
agreement	O
may	O
be	O
concluded	O
with	O
GRECO	O
,	O
as	O
in	O
the	O
case	O
of	O
the	O
agreement	O
between	O
the	O
Council	O
of	O
Europe	O
and	O
the	O
EU	O
Agency	O
for	O
Fundamental	O
Rights	B_TERM
.	O
As	O
to	O
objectives	O
,	O
a	O
joint	O
programme	O
may	O
ensure	O
input	O
from	O
GRECO	O
to	O
the	O
future	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
,	O
notably	O
through	O
comparative	O
analysis	O
of	O
existing	O
GRECO	O
evaluation	O
/	O
compliance	B_TERM
reports	I_TERM
on	O
Member	O
States	O
and	O
flagging	O
of	O
outstanding	O
recommendations	O
.	O
This	O
would	O
also	O
avoid	O
duplication	O
.	O
The	O
budget	B_TERM
involved	O
would	O
be	O
lower	O
than	O
that	O
needed	O
for	O
membership	O
with	O
limited	O
voting	B_TERM
rights	I_TERM
(	O
i.e.	O
roughly	O
around	O
200	O
-	O
250,000	O
Euros	O
per	O
year	O
,	O
covering	O
the	O
drafting	O
of	O
comparative	O
reports	O
,	O
logistical	O
costs	B_TERM
,	O
workshops	O
,	O
etc.	O
)	O
.	O
However	O
,	O
a	O
joint	O
programme	O
,	O
while	O
meeting	O
some	O
of	O
the	O
specific	O
objectives	O
,	O
would	O
not	O
meet	O
the	O
overall	O
objective	O
of	O
creating	O
synergies	O
between	O
GRECO	O
expertise	O
and	O
EU	O
political	B_TERM
leverage	O
.	O
Partnership	O
between	O
the	O
two	O
organisations	O
would	O
be	O
less	O
visible	O
and	O
EU	O
involvement	O
in	O
GRECO	O
's	O
evaluations	O
would	O
be	O
less	O
active	O
.	O
This	O
option	O
might	O
be	O
perceived	O
as	O
a	O
purely	O
technical	O
solution	O
,	O
with	O
the	O
EU	O
acting	O
more	O
as	O
a	O
contractor	B_TERM
rather	O
than	O
a	O
partner	O
.	O
It	O
would	O
thus	O
have	O
less	O
added	O
value	O
than	O
participation	O
in	O
GRECO	O
.	O
CONCLUSION	O
The	O
Council	O
is	O
invited	O
to	O
consider	O
the	O
options	O
identified	O
in	O
this	O
Report	O
.	O
Taking	O
into	O
account	O
the	O
increased	O
competences	O
of	O
the	O
EU	O
and	O
the	O
need	O
for	O
a	O
comprehensive	O
EU	O
policy	B_TERM
against	I_TERM
corruption	I_TERM
,	O
participation	O
in	O
GRECO	O
(	O
i.e.	O
membership	O
)	O
is	O
,	O
in	O
Commission	O
's	O
view	O
,	O
the	O
appropriate	O
way	O
forward	O
to	O
meet	O
the	O
objectives	O
set	O
by	O
the	O
Stockholm	O
Programme	O
.	O
As	O
the	O
future	O
EU	O
reporting	B_TERM
mechanism	I_TERM
aims	O
to	O
measure	O
anti-corruption	B_TERM
efforts	O
in	O
Member	O
States	O
,	O
with	O
a	O
view	O
to	O
identifying	O
EU	O
trends	O
and	O
proposing	O
policy	B_TERM
and	O
legal	B_TERM
action	I_TERM
at	O
EU	O
level	O
,	O
participation	O
in	O
GRECO	O
would	O
facilitate	O
the	O
monitoring	O
task	O
.	O
Cooperation	O
would	O
be	O
more	O
visible	O
and	O
the	O
risk	O
of	O
overlapping	O
avoided	O
.	O
In	O
addition	O
,	O
participation	O
as	O
a	O
full-fledged	O
member	O
or	O
a	O
member	O
with	O
limited	O
voting	B_TERM
rights	I_TERM
would	O
ensure	O
good	O
use	O
of	O
the	O
mutual	O
benefits	O
of	O
GRECO	O
's	O
expertise	O
in	O
monitoring	O
anti-corruption	B_TERM
efforts	O
and	O
the	O
EU	O
's	O
political	B_TERM
leverage	O
over	O
the	O
Member	O
States	O
.	O
It	O
is	O
thus	O
likely	O
to	O
contribute	O
,	O
jointly	O
with	O
the	O
future	O
EU	O
reporting	B_TERM
mechanism	I_TERM
,	O
to	O
creating	O
a	O
momentum	O
for	O
more	O
effective	O
enforcement	B_TERM
of	O
anti-corruption	B_TERM
policies	I_TERM
in	O
the	O
EU-27	O
.	O
The	O
Commission	O
has	O
held	O
some	O
preliminary	O
discussions	O
with	O
the	O
GRECO	O
Secretariat	O
,	O
with	O
a	O
view	O
to	O
identifying	O
the	O
main	O
matters	O
of	O
interest	O
and	O
potential	O
alternatives	O
in	O
terms	O
of	O
the	O
legal	B_TERM
and	O
practical	O
feasibility	O
of	O
EU	O
participation	O
in	O
GRECO	O
.	O
In	O
terms	O
of	O
practical	O
feasibility	O
,	O
membership	O
with	O
limited	O
voting	B_TERM
rights	I_TERM
would	O
seem	O
a	O
possible	O
and	O
suitable	O
option	O
to	O
be	O
considered	O
in	O
negotiations	O
.	O
However	O
,	O
a	O
key	O
issue	O
to	O
be	O
addressed	O
under	O
this	O
option	O
is	O
the	O
evaluation	O
of	O
EU	O
institutions	O
by	O
GRECO	O
,	O
whereby	O
evaluation	O
of	O
EU	O
institutions	O
would	O
commend	O
full	O
membership	O
.	O
The	O
actual	O
modalities	O
of	O
EU	O
participation	O
in	O
GRECO	O
(	O
e.g.	O
form	O
of	O
participation	O
,	O
participation	O
in	O
the	O
Council	O
of	O
Europe	O
bodies	O
,	O
practical	O
arrangements	O
,	O
budgetary	B_TERM
contribution	O
)	O
would	O
have	O
to	O
be	O
carefully	O
negotiated	O
with	O
GRECO	O
.	O
To	O
this	O
end	O
,	O
the	O
Commission	O
will	O
request	O
the	O
Council	O
to	O
authorise	O
the	O
opening	O
of	O
negotiations	O
for	O
the	O
EU	O
's	O
participation	O
in	O
GRECO	O
.	O
Negotiations	O
would	O
be	O
conducted	O
in	O
the	O
light	O
of	O
the	O
general	O
principles	O
of	O
cooperation	O
between	O
the	O
EU	O
and	O
the	O
Council	O
of	O
Europe	O
,	O
namely	O
:	O
specificity	O
and	O
limits	O
of	O
the	O
EU	O
's	O
competence	O
.	O
It	O
should	O
however	O
allow	O
the	O
EU	O
to	O
establish	O
higher	O
standards	O
within	O
its	O
borders	O
;	O
privileged	O
working	O
relationship	O
to	O
ensure	O
a	O
coordinated	O
approach	O
at	O
European	O
level	O
towards	O
corruption	B_TERM
.	O
For	O
the	O
EU	O
,	O
access	O
to	O
the	O
early	O
stages	O
of	O
evaluation	O
rounds	O
and	O
the	O
drafting	O
of	O
country	O
reports	O
,	O
as	O
well	O
as	O
the	O
comparative	O
analysis	O
of	O
Member	O
States	O
'	O
evaluations	O
and	O
the	O
flagging	O
of	O
outstanding	O
recommendations	O
,	O
would	O
be	O
essential	O
.	O
In	O
turn	O
,	O
EU	O
membership	O
would	O
enhance	O
the	O
visibility	O
of	O
GRECO	O
a	O
nd	O
provide	O
an	O
opportunity	O
for	O
GRECO	O
recommendations	O
to	O
be	O
considered	O
and	O
where	O
relevant	O
followed	O
up	O
within	O
the	O
EU	O
anti-corruption	B_TERM
reporting	B_TERM
mechanism	I_TERM
.	O
Finally	O
,	O
apart	O
from	O
the	O
agreement	O
with	O
the	O
GRECO	O
plenary	O
,	O
the	O
potential	O
participation	O
of	O
the	O
EU	O
in	O
GRECO	O
requires	O
endorsement	O
by	O
the	O
Council	O
of	O
Europe	O
's	O
Committee	O
of	O
Ministers	O
,	O
which	O
is	O
the	O
initiator	O
of	O
the	O
formal	O
participation	O
procedure	O
.	O
Accordingly	O
,	O
the	O
Communication	O
on	O
EU	O
policy	B_TERM
against	I_TERM
corruption	I_TERM
calls	O
upon	O
Member	O
States	O
to	O
fully	O
support	O
,	O
within	O
the	O
Council	O
of	O
Europe	O
's	O
Committee	O
of	O
Ministers	O
,	O
the	O
EU	O
's	O
application	O
for	O
participation	O
in	O
GRECO	O
.	O
LEGISLATIVE	B_TERM
FINANCIAL	B_TERM
STATEMENT	O
FOR	O
PROPOSALS	O
FRAMEWORK	O
OF	O
THE	O
PROPOSAL	O
/	O
INITIATIVE	O
Title	O
of	O
the	O
proposal	O
/	O
initiative	O
Commission	O
Decision	B_TERM
establishing	O
an	O
EU	O
anti-corruption	B_TERM
reporting	B_TERM
mechanism	I_TERM
for	O
periodic	O
assessment	O
(	O
'	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
'	O
)	O
and	O
Report	O
on	O
modalities	O
of	O
EU	O
participation	O
in	O
Council	O
of	O
Europe	O
Group	O
of	O
States	O
against	O
Corruption	B_TERM
(	O
GRECO	O
)	O
Policy	B_TERM
area	I_TERM
(	O
s	O
)	O
concerned	O
in	O
the	O
ABM	B_TERM
/	O
ABB	B_TERM
structure	O
Home	B_TERM
Affairs	I_TERM
Security	O
and	O
Safeguarding	O
Liberties	O
Nature	O
of	O
the	O
proposal	O
/	O
initiative	O
The	O
proposal	O
/	O
initiative	O
relates	O
to	O
a	O
new	O
action	O
The	O
proposal	O
/	O
initiative	O
relates	O
to	O
a	O
new	O
action	O
following	O
a	O
pilot	O
project	O
/	O
preparatory	O
action	O
The	O
proposal	O
/	O
initiative	O
relates	O
to	O
the	O
extension	O
of	O
an	O
existing	O
action	O
The	O
proposal	O
/	O
initiative	O
relates	O
to	O
an	O
action	O
redirected	O
towards	O
a	O
new	O
action	O
Objectives	O
The	O
Commission	O
's	O
multiannual	O
strategic	O
objective	O
(	O
s	O
)	O
targeted	O
by	O
the	O
proposal	O
/	O
initiative	O
Stockholm	O
Action	B_TERM
Plan	I_TERM
–	O
Protection	O
against	O
Serious	B_TERM
and	O
Organized	B_TERM
Crime	I_TERM
Specific	O
objective	O
(	O
s	O
)	O
and	O
ABM	B_TERM
/	O
ABB	B_TERM
activity	O
(	O
ies	O
)	O
concerned	O
Specific	O
objective	O
No	O
2	O
Enhancing	O
the	O
EU	O
's	O
capacity	O
to	O
prevent	O
,	O
fight	O
and	O
limit	O
the	O
consequences	O
of	O
criminal	B_TERM
acts	I_TERM
Specific	O
sub-objectives	O
:	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
1.	O
drafting	O
,	O
publication	O
and	O
dissemination	O
of	O
the	O
Report	O
.	O
2.	O
consultation	O
with	O
experts	O
(	O
i.e.	O
setting	O
up	O
of	O
an	O
expert	O
group	O
)	O
.	O
3.	O
civil	B_TERM
society	I_TERM
input	O
.	O
4.	O
setting	O
up	O
and	O
functioning	O
of	O
national	O
research	O
correspondents	O
network	O
.	O
5.	O
experience-sharing	O
programme	O
6.	O
comparative	O
analysis	O
and	O
flagging	O
of	O
outstanding	O
recommendations	O
for	O
the	O
EU	O
Member	O
States	O
based	O
on	O
information	O
available	O
with	O
the	O
GRECO	O
Secretariat	O
.	O
7	O
.	O
EU	O
membership	O
of	O
GRECO	O
.	O
ABM	B_TERM
/	O
ABB	B_TERM
activity	O
(	O
ies	O
)	O
concerned	O
1805	O
Security	O
and	O
Safeguarding	O
Liberties	O
Expected	O
result	O
(	O
s	O
)	O
and	O
impact	O
Specify	O
the	O
effects	O
which	O
the	O
proposal	O
/	O
initiative	O
should	O
have	O
on	O
the	O
beneficiaries	O
/	O
groups	O
targeted	O
.	O
The	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
will	O
assess	O
periodically	O
the	O
anti-corruption	B_TERM
efforts	O
in	O
the	O
EU27	O
.	O
It	O
will	O
provide	O
a	O
clear	O
picture	O
of	O
the	O
state	O
of	O
play	O
in	O
the	O
Union	O
,	O
and	O
identify	O
weak	O
spots	O
and	O
EU	O
trends	O
,	O
with	O
the	O
view	O
to	O
prompt	O
additional	O
political	B_TERM
will	O
of	O
the	O
Member	O
States	O
to	O
adress	O
corruption	B_TERM
and	O
to	O
prepare	O
future	O
EU	O
policy	B_TERM
actions	O
.	O
EU	O
participation	O
in	O
GRECO	O
would	O
ensure	O
that	O
synergies	O
are	O
created	O
between	O
the	O
two	O
mechanisms	O
.	O
Indicators	O
of	O
results	O
and	O
impact	O
Specify	O
the	O
indicators	O
for	O
monitoring	O
implementation	O
of	O
the	O
proposal	O
/	O
initiative	O
.	O
The	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
will	O
be	O
managed	O
by	O
the	O
Commission	O
and	O
published	O
every	O
two	O
years	O
.	O
The	O
Commission	O
will	O
be	O
assisted	O
by	O
an	O
expert	O
group	O
,	O
a	O
network	O
of	O
local	O
research	O
correspondents	O
and	O
civil	B_TERM
society	I_TERM
assessments	O
.	O
The	O
Commission	O
will	O
constantly	O
supervise	O
the	O
activity	O
of	O
the	O
experts	O
and	O
the	O
input	O
of	O
the	O
research	O
correspondents	O
and	O
civil	B_TERM
society	I_TERM
.	O
At	O
each	O
assessment	O
round	O
the	O
follow-up	O
of	O
the	O
recommendations	O
of	O
previous	O
reports	O
will	O
be	O
scrutinised	O
.	O
Following	O
the	O
adoption	O
of	O
the	O
Report	O
on	O
modalities	O
of	O
EU	O
participation	O
in	O
GRECO	O
,	O
the	O
Commission	O
will	O
ask	O
the	O
Council	O
to	O
authorize	O
the	O
opening	O
of	O
negotiations	O
with	O
the	O
Council	O
of	O
Europe	O
.	O
In	O
case	O
of	O
EU	O
participation	O
in	O
GRECO	O
,	O
the	O
Commission	O
intends	O
to	O
review	O
the	O
practical	O
arrangements	O
for	O
participation	O
on	O
a	O
regular	O
basis	O
(	O
e.g.	O
every	O
5	O
years	O
)	O
,	O
based	O
on	O
the	O
results	O
of	O
the	O
reinforced	O
cooperation	O
.	O
Grounds	O
for	O
the	O
proposal	O
/	O
initiative	O
Requirement	O
(	O
s	O
)	O
to	O
be	O
met	O
in	O
the	O
short	O
or	O
long	O
term	O
The	O
Commission	O
will	O
select	O
at	O
each	O
assessment	O
round	O
a	O
number	O
of	O
cross-cutting	B_TERM
elements	I_TERM
relevant	O
at	O
EU	O
level	O
at	O
a	O
given	O
moment	O
,	O
as	O
well	O
as	O
aspects	O
specific	O
to	O
each	O
Member	O
State	O
.	O
These	O
will	O
be	O
assessed	O
against	O
certain	O
indicators	O
,	O
some	O
selected	O
in	O
line	O
with	O
already	O
existing	O
standards	O
,	O
and	O
some	O
newly	O
developed	O
.	O
The	O
Commission	O
will	O
be	O
assisted	O
by	O
:	O
an	O
expert	O
group	O
set	O
up	O
by	O
a	O
separate	O
Commission	O
Decision	B_TERM
(	O
to	O
be	O
adopted	O
soon	O
after	O
the	O
anti-corruption	B_TERM
package	O
)	O
advising	O
on	O
:	O
indicators	O
,	O
assessment	O
of	O
Member	O
States	O
'	O
performance	O
,	O
identifying	O
best	O
practices	O
and	O
EU	O
trends	O
,	O
recommendations	O
,	O
and	O
potential	O
EU	O
proposals	O
;	O
a	O
network	O
of	O
local	O
research	O
correspondents	O
,	O
set	O
up	O
by	O
the	O
Commission	O
through	O
procurement	B_TERM
procedures	I_TERM
and	O
formed	O
of	O
civil	B_TERM
society	I_TERM
and	O
academia	O
,	O
that	O
will	O
collect	O
relevant	O
information	O
in	O
each	O
Member	O
State	O
;	O
civil	B_TERM
society	I_TERM
assessments	O
(	O
to	O
be	O
contracted	O
through	O
targeted	O
calls	O
for	O
proposals	O
)	O
.	O
The	O
civil	B_TERM
society	I_TERM
organisations	O
will	O
be	O
encouraged	O
to	O
apply	O
for	O
subject	O
specific	O
assessments	O
of	O
Member	O
States	O
'	O
anti-corruption	B_TERM
efforts	O
.	O
The	O
development	O
of	O
an	O
experience	O
sharing	O
programme	O
may	O
be	O
considered	O
to	O
help	O
Member	O
States	O
,	O
local	O
NGOs	B_TERM
or	O
other	O
stakeholders	O
to	O
identify	O
best	O
practices	O
and	O
shortcomings	O
,	O
raise	O
awareness	O
or	O
provide	O
training	O
.	O
The	O
decision	O
to	O
set	O
up	O
such	O
programme	O
and	O
the	O
details	O
of	O
its	O
functioning	O
may	O
only	O
be	O
taken	O
/	O
clarified	O
at	O
a	O
later	O
stage	O
,	O
once	O
the	O
preparations	O
for	O
the	O
first	O
Report	O
are	O
more	O
advanced	O
.	O
Added	O
value	O
of	O
EU	O
involvement	O
The	O
Stockholm	O
Programme	O
recognises	O
corruption	B_TERM
as	O
a	O
trans-national	O
threat	O
that	O
challenges	O
EU	O
internal	O
security	O
.	O
There	O
is	O
a	O
need	O
for	O
action	O
at	O
EU	O
level	O
,	O
since	O
the	O
problems	O
associated	O
with	O
corruption	B_TERM
can	O
not	O
be	O
adequately	O
solved	O
by	O
Member	O
States	O
alone	O
.	O
Enhancing	O
fight	B_TERM
against	I_TERM
corruption	I_TERM
is	O
also	O
relevant	O
for	O
policy	B_TERM
