TOKEN	NE-COARSE-LIT	MISC
minimumbedrag	O	
van	O	
€90	O	
euro	O	
gegarandeerd	O	
voor	O	
tien	O	
jaar	O	
.	O	
Het	O	
is	O	
moeilijk	O	
te	O	
voorspellen	O	
hoe	O	
deze	O	
bedragen	O	
zich	O	
in	O	
de	O	
toekomst	O	
zullen	O	
ontwikkelen	O	
.	O	
In	O	
de	O	
basisoplossing	O	
gaan	O	
we	O	
ervan	O	
uit	O	
dat	O	
na	O	
tien	O	
jaar	O	
de	O	
groenestroomcertificaten	B-TERM	
nog	O	
steeds	O	
voor	O	
een	O	
minimumbedrag	O	
van	O	
€90	O	
kunnen	O	
verkocht	O	
worden	O	
.	O	
De	O	
kans	O	
dat	O	
dit	O	
minimumbedrag	O	
over	O	
tien	O	
jaar	O	
hoger	O	
of	O	
lager	O	
ligt	O	
is	O	
echter	O	
zeer	O	
groot	O	
.	O	
In	O	
de	O	
scenario-	B-TERM	
en	O	
sensitiviteitsanalyse	B-TERM	
onderzoeken	O	
we	O	
dan	O	
ook	O	
de	O	
invloed	O	
van	O	
wijzigingen	O	
in	O	
deze	O	
parameter	O	
.	O	
Prijs	O	
grijze	B-TERM	
stroom	I-TERM	
De	O	
prijs	O	
van	O	
grijze	B-TERM	
stroom	I-TERM	
bepaalt	O	
hoe	O	
groot	O	
de	O	
kostenbesparing	O	
door	O	
eigenverbruik	O	
is	O	
.	O	
Hoe	O	
hoger	O	
deze	O	
prijs	O	
is	O	
,	O	
hoe	O	
groter	O	
de	O	
besparing	O	
wordt	O	
en	O	
omgekeerd	O	
.	O	
Om	O	
de	O	
evolutie	O	
van	O	
deze	O	
parameter	O	
te	O	
voorspellen	O	
,	O	
baseren	O	
we	O	
ons	O	
op	O	
de	O	
prijzen	O	
van	O	
de	O	
afgelopen	O	
jaren	O	
.	O	
We	O	
baseren	O	
ons	O	
hierbij	O	
op	O	
de	O	
rapporten	O	
Evolutie	O	
van	O	
de	O	
elektriciteitsprijzen	B-TERM	
op	O	
de	O	
residentiële	O	
markt	O	
en	O	
De	O	
energiemarkt	B-TERM	
in	O	
2008	O	
.	O	
De	O	
elektriciteitsmarkt	B-TERM	
werd	O	
in	O	
2003	O	
geliberaliseerd	O	
.	O	
De	O	
prijzen	O	
voor	O	
deze	O	
ingreep	O	
zijn	O	
dan	O	
ook	O	
niet	O	
relevant	O	
.	O	
We	O	
maken	O	
een	O	
onderscheid	O	
tussen	O	
de	O	
huishoudelijke	O	
verbruikers	B-TERM	
en	O	
de	O	
industriële	O	
verbruikers	B-TERM	
.	O	
Dit	O	
doen	O	
we	O	
omdat	O	
de	O	
elektriciteitsprijzen	B-TERM	
in	O	
de	O	
industrie	O	
heel	O	
wat	O	
lager	O	
liggen	O	
dan	O	
de	O	
prijzen	O	
voor	O	
huishoudens	O	
.	O	
In	O	
de	O	
basisoplossing	O	
gaan	O	
we	O	
uit	O	
van	O	
de	O	
elektriciteitsprijs	B-TERM	
voor	O	
een	O	
gemiddeld	O	
gezin	O	
,	O	
wat	O	
momenteel	O	
neerkomt	O	
op	O	
ongeveer	O	
€20	O	
/	O	
kWh	B-TERM	
(	O	
incl.	O	
BTW	O	
)	O	
.	O	
Uit	O	
de	O	
gegevens	O	
vanaf	O	
2003	O	
blijkt	O	
dat	O	
voor	O	
de	O	
huishoudelijke	O	
verbruikers	B-TERM	
de	O	
prijzen	O	
met	O	
ongeveer	O	
3	O	
%	O	
zijn	O	
toegenomen	O	
.	O	
Bij	O	
de	O	
industriële	O	
verbruikers	B-TERM	
heerst	O	
er	O	
een	O	
grotere	O	
variatie	O	
binnen	O	
de	O	
elektriciteitsprijzen	B-TERM	
.	O	
Zo	O	
betalen	O	
de	O	
kleinste	O	
verbruikers	B-TERM	
onder	O	
de	O	
bedrijven	O	
om	O	
en	O	
bij	O	
de	O	
€14	O	
/	O	
kWh	B-TERM	
.	O	
De	O	
grootste	O	
verbruikers	B-TERM	
zitten	O	
daarentegen	O	
momenteel	O	
op	O	
een	O	
tarief	O	
van	O	
ongeveer	O	
€7	O	
/	O	
kWh	B-TERM	
.	O	
De	O	
prijzen	O	
voor	O	
de	O	
industriële	O	
verbruikers	B-TERM	
zijn	O	
exclusief	O	
BTW	O	
.	O	
Bedrijven	O	
betalen	O	
normaal	O	
gezien	O	
dan	O	
ook	O	
geen	O	
belastingen	O	
op	O	
hun	O	
elektriciteit	B-TERM	
.	O	
In	O	
de	O	
basisoplossing	O	
werken	O	
we	O	
met	O	
een	O	
elektriciteitsprijs	B-TERM	
van	O	
€12	O	
/	O	
kWh	B-TERM	
.	O	
Dit	O	
is	O	
het	O	
gemiddelde	O	
tarief	O	
voor	O	
een	O	
doorsnee	O	
KMO	O	
.	O	
Gezien	O	
de	O	
huidige	O	
instabiliteit	O	
van	O	
de	O	
globale	O	
energiemarkt	B-TERM	
,	O	
is	O	
het	O	
moeilijk	O	
te	O	
voorspellen	O	
hoe	O	
de	O	
prijzen	O	
zich	O	
in	O	
de	O	
toekomst	O	
zullen	O	
ontwikkelen	O	
.	O	
Ook	O	
België	B-TERM	
kent	O	
problemen	O	
op	O	
de	O	
energiemarkt	B-TERM	
door	O	
de	O	
noodzakelijke	O	
toename	O	
in	O	
de	O	
import	O	
van	O	
elektriciteit	B-TERM	
.	O	
In	O	
de	O	
scenario-	B-TERM	
en	O	
sensitiviteitsanalyse	B-TERM	
zullen	O	
de	O	
effecten	O	
van	O	
wijzigingen	O	
in	O	
deze	O	
parameter	O	
uitgebreid	O	
onderzocht	O	
worden	O	
.	O	
In	O	
de	O	
basisoplossing	O	
gaan	O	
we	O	
er	O	
vanuit	O	
dat	O	
de	O	
trend	O	
van	O	
de	O	
afgelopen	O	
acht	O	
jaar	O	
zich	O	
verder	O	
zet	O	
.	O	
Verhoogde	O	
investeringsaftrek	O	
De	O	
verhoogde	O	
investeringsaftrek	O	
voor	O	
bedrijven	O	
bedraagt	O	
momenteel	O	
13.5	O	
%	O	
.	O	
Wat	O	
in	O	
de	O	
praktijk	O	
neerkomt	O	
op	O	
een	O	
besparing	O	
van	O	
ongeveer	O	
5	O	
%	O	
op	O	
de	O	
investering	O	
.	O	
In	O	
de	O	
economische	O	
analyse	O	
wordt	O	
dan	O	
ook	O	
gewerkt	O	
met	O	
dit	O	
percentage	O	
.	O	
De	O	
aftrek	O	
wordt	O	
verricht	O	
op	O	
de	O	
winst	O	
van	O	
het	O	
belastbaar	O	
tijdperk	O	
waarin	O	
de	O	
windturbine	B-TERM	
wordt	O	
aangeschaft	O	
.	O	
Bedrijven	O	
die	O	
gebruik	O	
maken	O	
van	O	
een	O	
forfaitair	O	
belastingsstelsel	O	
maken	O	
geen	O	
aanspraak	O	
op	O	
de	O	
verhoogde	O	
investeringsaftrek	O	
.	O	
In	O	
de	O	
scenarioanalyse	B-TERM	
zal	O	
onderzocht	O	
worden	O	
wat	O	
het	O	
wegvallen	O	
van	O	
deze	O	
steunmaatregel	O	
betekent	O	
voor	O	
de	O	
rendabiliteit	B-TERM	
van	O	
kleine	B-TERM	
windturbines	I-TERM	
.	O	
7.1.6	O	
VLIF-subsidie	B-TERM	
Momenteel	O	
kunnen	O	
land-	O	
en	O	
tuinbouw	O	
en	O	
para-agrarische	O	
bedrijven	O	
genieten	O	
van	O	
een	O	
VLIF-steun	B-TERM	
van	O	
28	O	
%	O	
op	O	
de	O	
investering	O	
.	O	
In	O	
de	O	
scenarioanalyse	B-TERM	
onderzoeken	O	
we	O	
wat	O	
het	O	
wegvallen	O	
van	O	
deze	O	
steunmaatregel	O	
betekent	O	
voor	O	
de	O	
rendabiliteit	B-TERM	
van	O	
kleine	B-TERM	
windturbines	I-TERM	
.	O	
belasting	O	
over	O	
de	O	
toegevoegde	O	
waarde	O	
(	O	
BTW	O	
)	O	
De	O	
belasting	O	
over	O	
de	O	
toegevoegde	O	
waarde	O	
wordt	O	
uiteindelijk	O	
betaald	O	
door	O	
de	O	
consument	O	
.	O	
Dit	O	
wil	O	
zeggen	O	
dat	O	
particulieren	O	
die	O	
een	O	
kleine	B-TERM	
windturbine	I-TERM	
aankopen	O	
hierop	O	
BTW	O	
zullen	O	
moeten	O	
betalen	O	
.	O	
Bedrijven	O	
kunnen	O	
de	O	
BTW	O	
op	O	
de	O	
investeringskost	O	
recupereren	O	
.	O	
Dit	O	
is	O	
wel	O	
enkel	O	
toegestaan	O	
als	O	
de	O	
opgewekte	O	
elektriciteit	B-TERM	
volledig	O	
voor	O	
bedrijfsdoeleinden	O	
wordt	O	
gebruikt	O	
.	O	
Bedrijven	O	
die	O	
gebruik	O	
maken	O	
van	O	
een	O	
forfaitair	O	
belastingsstelsel	O	
kunnen	O	
de	O	
BTW	O	
niet	O	
recupereren	O	
.	O	
Jaarlijkse	O	
energieopbrengst	B-TERM	
De	O	
energieopbrengst	B-TERM	
van	O	
de	O	
windturbines	B-TERM	
zal	O	
steeds	O	
op	O	
jaarbasis	O	
bekeken	O	
worden	O	
.	O	
Voor	O	
de	O	
invulling	O	
van	O	
deze	O	
paramaters	O	
baseren	O	
we	O	
ons	O	
zowel	O	
op	O	
de	O	
theoretische	O	
benadering	O	
als	O	
de	O	
vergelijkende	O	
studie	O	
.	O	
De	O	
theoretische	O	
benadering	O	
stelt	O	
ons	O	
in	O	
staat	O	
om	O	
voor	O	
elke	O	
windsnelheid	B-TERM	
en	O	
elk	O	
type	O	
terrein	O	
de	O	
verwachte	O	
energieopbrengst	B-TERM	
te	O	
bepalen	O	
.	O	
Om	O	
een	O	
juiste	O	
inschatting	O	
te	O	
maken	O	
van	O	
de	O	
energie-efficiëntie	B-TERM	
per	O	
model	O	
gebruiken	O	
we	O	
dan	O	
weer	O	
de	O	
vergelijkende	O	
studie	O	
.	O	
Hier	O	
hebben	O	
we	O	
voor	O	
de	O	
verschillende	O	
windturbines	B-TERM	
telkens	O	
de	O	
energie-efficiëntie	B-TERM	
berekend	O	
.	O	
Levensduur	O	
Volgens	O	
de	O	
fabrikanten	O	
en	O	
leveranciers	O	
bedraagt	O	
de	O	
levensduur	O	
van	O	
de	O	
meeste	O	
kleine	B-TERM	
windturbines	I-TERM	
ongeveer	O	
20	O	
jaar	O	
.	O	
Enkele	O	
modellen	O	
zitten	O	
hier	O	
vijf	O	
jaar	O	
onder	O	
of	O	
boven	O	
.	O	
Een	O	
investering	O	
kan	O	
economisch	O	
rendabel	B-TERM	
worden	O	
genoemd	O	
indien	O	
de	O	
terugverdientijd	B-TERM	
korter	O	
is	O	
dan	O	
de	O	
levensduur	O	
.	O	
De	O	
levensduur	O	
is	O	
dus	O	
een	O	
belangrijke	O	
factor	O	
binnen	O	
de	O	
economische	O	
analyse	O	
.	O	
Deze	O	
kan	O	
echter	O	
niet	O	
variëren	O	
binnen	O	
een	O	
bepaald	O	
model	O	
,	O	
maar	O	
enkel	O	
over	O	
de	O	
modellen	O	
heen	O	
.	O	
Discontovoet	B-TERM	
Als	O	
discontovoet	B-TERM	
opteren	O	
we	O	
voor	O	
een	O	
waarde	O	
van	O	
5	O	
%	O	
.	O	
Deze	O	
waarde	O	
is	O	
gebaseerd	O	
op	O	
de	O	
huidige	O	
risicovrije	O	
rentevoet	O	
.	O	
Evaluatiemaatstaven	O	
Om	O	
de	O	
rendabiliteit	B-TERM	
van	O	
de	O	
verschillende	O	
kleine	B-TERM	
windturbines	I-TERM	
te	O	
beoordelen	O	
,	O	
gebruiken	O	
we	O	
twee	O	
evaluatiemaatstaven	O	
:	O	
de	O	
netto	B-TERM	
contante	I-TERM	
waarde	I-TERM	
en	O	
de	O	
verdisconteerde	B-TERM	
terugverdientijd	I-TERM	
.	O	
Beide	O	
maatstaven	O	
houden	O	
rekening	O	
met	O	
de	O	
tijdswaarde	O	
van	O	
geld	O	
.	O	
We	O	
maken	O	
gebruik	O	
van	O	
een	O	
vereenvoudigd	O	
model	O	
waar	O	
de	O	
vennootschapsbelasting	O	
niet	O	
in	O	
wordt	O	
opgenomen	O	
.	O	
Netto	B-TERM	
contante	I-TERM	
waarde	I-TERM	
(	O	
NCW	B-TERM	
)	O	
Bij	O	
de	O	
netto	B-TERM	
contante	I-TERM	
waarde	I-TERM	
verdisconteert	O	
men	O	
de	O	
kasstromen	O	
tegen	O	
een	O	
gekende	O	
kapitaalkost	O	
.	O	
Op	O	
deze	O	
manier	O	
berekent	O	
men	O	
de	O	
huidige	O	
waarde	O	
van	O	
de	O	
kasstromen	O	
van	O	
het	O	
project	O	
.	O	
Een	O	
project	O	
wordt	O	
normalerwijze	O	
verworpen	O	
indien	O	
de	O	
NCW	B-TERM	
negatief	O	
is	O	
.	O	
In	O	
het	O	
andere	O	
geval	O	
wordt	O	
het	O	
project	O	
aanvaard	O	
(	O	
Mercken	B-TERM	
,	O	
2004	O	
)	O	
.	O	
Verdisconteerde	B-TERM	
terugverdientijd	I-TERM	
(	O	
DPB	B-TERM	
,	O	
discounted	B-TERM	
payback	I-TERM	
)	O	
Deze	O	
evaluatiemaatstaf	O	
is	O	
een	O	
variant	O	
op	O	
de	O	
gewone	O	
terugverdientijd	B-TERM	
.	O	
Deze	O	
maatstaf	O	
houdt	O	
echter	O	
ook	O	
rekening	O	
met	O	
de	O	
tijdswaarde	O	
van	O	
geld	O	
.	O	
De	O	
verdisconteerde	B-TERM	
terugverdientijd	I-TERM	
geeft	O	
namelijk	O	
weer	O	
hoeveel	O	
tijd	O	
nodig	O	
is	O	
om	O	
de	O	
contante	O	
waarde	O	
van	O	
de	O	
kasstromen	O	
van	O	
negatief	O	
naar	O	
positief	O	
te	O	
brengen	O	
.	O	
Dit	O	
criterium	O	
combineert	O	
de	O	
positieve	O	
aspecten	O	
van	O	
de	O	
netto	B-TERM	
contante	I-TERM	
waarde	I-TERM	
en	O	
de	O	
traditionele	O	
terugverdientijd	B-TERM	
(	O	
Mercken	B-TERM	
,	O	
2004	O	
)	O	
.	O	
Indeling	O	
basisscenario's	O	
Gezien	O	
de	O	
grote	O	
variaties	O	
binnen	O	
verscheidene	O	
parameters	O	
,	O	
is	O	
het	O	
niet	O	
mogelijk	O	
om	O	
te	O	
vertrekken	O	
van	O	
één	O	
basisoplossing	O	
.	O	
Één	O	
enkele	O	
basecase	O	
zou	O	
immers	O	
weinig	O	
representatief	O	
zijn	O	
.	O	
We	O	
werken	O	
dus	O	
met	O	
enkele	O	
gevalstudies	O	
als	O	
basisoplossing	O	
.	O	
Per	O	
gevalstudie	O	
bekijken	O	
we	O	
de	O	
rendabiliteit	B-TERM	
van	O	
elk	O	
model	O	
apart	O	
.	O	
Dit	O	
is	O	
noodzakelijk	O	
gezien	O	
de	O	
grote	O	
verschillen	O	
in	O	
investeringskosten	O	
en	O	
energieopbrengsten	B-TERM	
tussen	O	
de	O	
verschillende	O	
types	O	
.	O	
Hierdoor	O	
is	O	
niet	O	
mogelijk	O	
om	O	
aan	O	
de	O	
hand	O	
van	O	
één	O	
standaardmodel	O	
al	O	
de	O	
types	O	
van	O	
kleine	B-TERM	
windturbines	I-TERM	
te	O	
beschrijven	O	
.	O	
De	O	
basisoplossingen	O	
worden	O	
eerst	O	
opgedeeld	O	
per	O	
verbruikerstype	B-TERM	
.	O	
Er	O	
wordt	O	
een	O	
opsplitsing	O	
gemaakt	O	
tussen	O	
particulieren	O	
en	O	
bedrijven	O	
.	O	
Bedrijven	O	
genieten	O	
van	O	
extra	O	
steunmaatregelen	O	
en	O	
zijn	O	
in	O	
staat	O	
de	O	
BTW	O	
op	O	
de	O	
investeringskost	O	
te	O	
recupereren	O	
.	O	
Ze	O	
sparen	O	
daarentegen	O	
wel	O	
minder	O	
uit	O	
door	O	
eigen	O	
verbruik	B-TERM	
omdat	O	
hun	O	
elektriciteitsprijs	B-TERM	
lager	O	
ligt	O	
.	O	
Landbouwbedrijven	O	
genieten	O	
van	O	
een	O	
extra	O	
steunmaatregel	O	
onder	O	
de	O	
vorm	O	
van	O	
de	O	
VLIF-subsidie	B-TERM	
.	O	
In	O	
de	O	
scenarioanalyse	B-TERM	
wordt	O	
dieper	O	
ingegaan	O	
op	O	
het	O	
effect	O	
van	O	
de	O	
VLIF-subsidie	B-TERM	
.	O	
Figuur	O	
36	O	
:	O	
steunmaatregelen	O	
per	O	
verbruikerstype	B-TERM	
Vervolgens	O	
bekijken	O	
we	O	
per	O	
verbruikerstype	B-TERM	
de	O	
rendabiliteit	B-TERM	
van	O	
kleine	B-TERM	
windturbines	I-TERM	
bij	O	
verschillende	O	
windsnelheden	B-TERM	
.	O	
Deze	O	
opsplitsing	O	
is	O	
noodzakelijk	O	
gezien	O	
de	O	
grote	O	
impact	O	
van	O	
de	O	
windsnelheid	B-TERM	
op	O	
de	O	
energieopbrengst	B-TERM	
.	O	
Dit	O	
bleek	O	
uit	O	
de	O	
resultaten	O	
van	O	
hoofdstuk	O	
4	O	
.	O	
Voor	O	
de	O	
bepaling	O	
van	O	
de	O	
windsnelheid	B-TERM	
,	O	
baseren	O	
we	O	
ons	O	
op	O	
de	O	
windkaart	B-TERM	
van	O	
België	B-TERM	
.	O	
Zo	O	
komt	O	
elke	O	
waarde	O	
voor	O	
de	O	
gemiddelde	O	
windsnelheid	B-TERM	
in	O	
grote	O	
lijnen	O	
overeen	O	
met	O	
een	O	
bepaald	O	
gebied	O	
op	O	
deze	O	
kaart	O	
.	O	
Deze	O	
gebieden	O	
zijn	O	
illustratief	O	
weergegeven	O	
op	O	
figuur	O	
37	O	
.	O	
Gebied	O	
1	O	
behelst	O	
heel	O	
Vlaanderen	B-TERM	
tot	O	
aan	O	
lijn	O	
A.	O	
Gebied	O	
2	O	
bevindt	O	
zich	O	
tussen	O	
lijn	O	
A	O	
en	O	
lijn	O	
B.	O	
Gebied	O	
3	O	
bevindt	O	
zich	O	
tussen	O	
lijn	O	
B	O	
en	O	
lijn	O	
C.	O	
Voor	O	
elk	O	
gebied	O	
kiezen	O	
we	O	
één	O	
gemiddelde	O	
windsnelheid	B-TERM	
.	O	
In	O	
gebied	O	
1	O	
bedraagt	O	
deze	O	
3,5	O	
m	O	
/	O	
s	O	
.	O	
In	O	
gebied	O	
2	O	
bedraagt	O	
deze	O	
4,5	O	
m	O	
/	O	
s	O	
en	O	
in	O	
gebied	O	
3	O	
nemen	O	
we	O	
een	O	
gemiddelde	O	
windsnelheid	B-TERM	
van	O	
5,5	O	
m.	O	
/	O	
s	O	
aan	O	
.	O	
Deze	O	
gemiddelde	O	
windsnelheden	B-TERM	
werden	O	
bepaald	O	
op	O	
basis	O	
van	O	
de	O	
gegevens	O	
uit	O	
de	O	
synoptische	B-TERM	
stations	I-TERM	
.	O	
Let	O	
wel	O	
op	O	
dat	O	
deze	O	
synoptische	B-TERM	
stations	I-TERM	
windmetingen	B-TERM	
uitvoeren	O	
op	O	
een	O	
bepaald	O	
terrein	O	
.	O	
Op	O	
specifieke	O	
locaties	O	
in	O	
de	O	
buurt	O	
van	O	
deze	O	
stations	O	
kan	O	
de	O	
gemiddelde	O	
windsnelheid	B-TERM	
al	O	
sterk	O	
verschillen	O	
onder	O	
invloed	O	
van	O	
het	O	
terrein	O	
.	O	
Wanneer	O	
we	O	
in	O	
deze	O	
scenario's	O	
uitgaan	O	
van	O	
een	O	
bepaalde	O	
windsnelheid	B-TERM	
,	O	
moet	O	
dit	O	
de	O	
windsnelheid	B-TERM	
op	O	
de	O	
locatie	O	
van	O	
de	O	
windturbine	B-TERM	
zelf	O	
zijn	O	
en	O	
niet	O	
de	O	
windsnelheid	B-TERM	
gemeten	O	
door	O	
een	O	
weerstation	B-TERM	
in	O	
de	O	
buurt	O	
.	O	
Figuur	O	
37	O	
:	O	
gemiddelde	O	
windsnelheid	B-TERM	
op	O	
10	O	
m	O	
hoogte	O	
(	O	
bron	O	
:	O	
VUB-KMI	B-TERM	
)	O	
Economische	O	
analyse	O	
:	O	
particulieren	O	
De	O	
assumpties	O	
voor	O	
de	O	
basisscenario‟s	O	
werden	O	
reeds	O	
besproken	O	
in	O	
sectie	O	
6.1	O	
.	O	
Hieronder	O	
wordt	O	
ter	O	
verduidelijking	O	
nog	O	
een	O	
kort	O	
overzicht	O	
gegeven	O	
van	O	
de	O	
assumpties	O	
die	O	
we	O	
aannemen	O	
in	O	
alle	O	
basisscenario‟s	O	
voor	O	
particulieren	O	
.	O	
Investeringskost	O	
Gemiddelde	O	
investeringskost	O	
per	O	
model	O	
Onderhoudskosten	O	
Opbrengst	O	
per	O	
GSC	B-TERM	
Prijs	O	
grijze	B-TERM	
stroom	I-TERM	
jaar	O	
Discontovoet	B-TERM	
Groeivoet	O	
prijs	O	
grijze	B-TERM	
stroom	I-TERM	
Gevalstudie	O	
:	O	
particulier	O	
1	O	
We	O	
nemen	O	
in	O	
dit	O	
basisscenario	O	
aan	O	
dat	O	
de	O	
gemiddelde	O	
windsnelheid	B-TERM	
op	O	
de	O	
locatie	O	
waar	O	
de	O	
windturbine	B-TERM	
wordt	O	
geplaatst	O	
3,5	O	
m	O	
/	O	
s	O	
bedraagt	O	
.	O	
Dit	O	
is	O	
de	O	
te	O	
verwachten	O	
gemiddelde	O	
windsnelheid	B-TERM	
op	O	
een	O	
gunstig	O	
terrein	O	
in	O	
gebied	O	
1	O	
(	O	
zie	O	
figuur	O	
37	O	
)	O	
.	O	
Gemiddelde	O	
windsnelheid	B-TERM	
op	O	
locatie	O	
3,5	O	
m	O	
/	O	
s	O	
Dit	O	
levert	O	
onderstaande	O	
resultaten	O	
op	O	
:	O	
Verdisconteerde	B-TERM	
terugverdientijd	I-TERM	
Onderstaande	O	
grafiek	O	
geeft	O	
de	O	
temporele	O	
NCW	B-TERM	
weer	O	
.	O	
De	O	
verdisconteerde	B-TERM	
terugverdientijd	I-TERM	
wordt	O	
bepaald	O	
door	O	
het	O	
snijpunt	O	
van	O	
de	O	
grafieken	O	
met	O	
de	O	
x-as	O	
.	O	
Figuur	O	
38	O	
:	O	
DP	O	
gevalstudie	O	
:	O	
particulier	O	
1	O	
Netto	B-TERM	
contante	I-TERM	
waarde	I-TERM	
Onderstaande	O	
grafiek	O	
geeft	O	
de	O	
waarde	O	
van	O	
de	O	
NCW	B-TERM	
weer	O	
op	O	
het	O	
einde	O	
van	O	
de	O	
levensduur	O	
van	O	
alle	O	
modellen	O	
.	O	
Figuur	O	
39	O	
:	O	
NCW	B-TERM	
gevalstudie	O	
:	O	
particulier	O	
1	O	
Bevindingen	O	
en	O	
conclusies	O	
De	O	
netto	B-TERM	
contante	I-TERM	
waarden	I-TERM	
van	O	
alle	O	
modellen	O	
zijn	O	
negatief	O	
op	O	
het	O	
einde	O	
van	O	
hun	O	
levensduur	O	
.	O	
Bijgevolg	O	
is	O	
de	O	
verdisconteerde	B-TERM	
terugverdientijd	I-TERM	
groter	O	
dan	O	
de	O	
theoretische	O	
levensduur	O	
van	O	
de	O	
verschillende	O	
modellen	O	
.	O	
De	O	
reden	O	
hiervoor	O	
vinden	O	
we	O	
duidelijk	O	
terug	O	
in	O	
de	O	
NCW-profielen	B-TERM	
uit	O	
figuur	O	
38	O	
.	O	
Hier	O	
zien	O	
we	O	
dat	O	
voor	O	
de	O	
meeste	O	
modellen	O	
de	O	
NCW	B-TERM	
amper	O	
stijgt	O	
doorheen	O	
de	O	
jaren	O	
.	O	
Dit	O	
wil	O	
zeggen	O	
dat	O	
de	O	
energieopbrengst	B-TERM	
gewoonweg	O	
te	O	
laag	O	
is	O	
om	O	
voor	O	
opbrengsten	O	
te	O	
zorgen	O	
via	O	
groenestroomcertificaten	B-TERM	
of	O	
kostenbesparing	O	
door	O	
eigen	O	
verbruik	B-TERM	
.	O	
Enkele	O	
modellen	O	
vertonen	O	
wel	O	
een	O	
zeer	O	
licht	O	
stijgende	O	
NCW	B-TERM	
.	O	
We	O	
kunnen	O	
concluderen	O	
dat	O	
voor	O	
particulieren	O	
die	O	
genieten	O	
van	O	
een	O	
gemiddelde	O	
windsnelheid	B-TERM	
van	O	
3,5	O	
m	O	
/	O	
s	O	
een	O	
investering	O	
in	O	
kleinschalige	B-TERM	
windenergie	I-TERM	
niet	O	
rendabel	B-TERM	
is	O	
.	O	
Gevalstudie	O	
:	O	
particulier	O	
2	O	
We	O	
nemen	O	
in	O	
dit	O	
basisscenario	O	
aan	O	
dat	O	
de	O	
gemiddelde	O	
windsnelheid	B-TERM	
op	O	
de	O	
locatie	O	
waar	O	
de	O	
windturbine	B-TERM	
wordt	O	
geplaatst	O	
4,5	O	
m	O	
/	O	
s	O	
bedraagt	O	
.	O	
Dit	O	
is	O	
de	O	
te	O	
verwachten	O	
gemiddelde	O	
windsnelheid	B-TERM	
op	O	
een	O	
gunstig	O	
terrein	O	
in	O	
gebied	O	
2	O	
(	O	
zie	O	
figuur	O	
37	O	
)	O	
.	O	
Gemiddelde	O	
windsnelheid	B-TERM	
op	O	
locatie	O	
4,5	O	
m	O	
/	O	
s	O	
Dit	O	
levert	O	
onderstaande	O	
resultaten	O	
op	O	
:	O	
Verdisconteerde	B-TERM	
terugverdientijd	I-TERM	
Onderstaande	O	
grafiek	O	
geeft	O	
de	O	
temporele	O	
NCW	B-TERM	
weer	O	
.	O	
De	O	
verdisconteerde	B-TERM	
terugverdientijd	I-TERM	
wordt	O	
bepaald	O	
door	O	
het	O	
snijpunt	O	
van	O	
de	O	
grafieken	O	
met	O	
de	O	
x-as	O	
.	O	
Figuur	O	
40	O	
:	O	
DP	O	
gevalstudie	O	
:	O	
particulier	O	
2	O	
Netto	B-TERM	
contante	I-TERM	
waarde	I-TERM	
Onderstaande	O	
grafiek	O	
geeft	O	
de	O	
waarde	O	
van	O	
de	O	
NCW	B-TERM	
weer	O	
op	O	
het	O	
einde	O	
van	O	
de	O	
levensduur	O	
van	O	
alle	O	
modellen	O	
.	O	
ModLeelvensduur	O	
NCW	B-TERM	
Figuur	O	
41	O	
:	O	
NCW	B-TERM	
gevalstudie	O	
:	O	
particulier	O	
2	O	
Bevindingen	O	
en	O	
conclusies	O	
In	O	
deze	O	
gevalstudie	O	
zijn	O	
de	O	
netto	B-TERM	
contante	I-TERM	
waarden	I-TERM	
van	O	
twee	O	
modellen	O	
positief	O	
.	O	
De	O	
NCW	B-TERM	
van	O	
D	O	
en	O	
G	O	
bedragen	O	
respectievelijk	O	
€1.150,16	O	
en	O	
€3.477,31	O	
.	O	
De	O	
verdisconteerde	B-TERM	
terugverdientijden	I-TERM	
van	O	
deze	O	
modellen	O	
bedragen	O	
ongeveer	O	
16	O	
en	O	
20	O	
jaar	O	
.	O	
Uit	O	
het	O	
NCW-profiel	B-TERM	
van	O	
de	O	
verschillende	O	
modellen	O	
valt	O	
opnieuw	O	
de	O	
zeer	O	
zwakke	O	
stijging	O	
op	O	
bij	O	
de	O	
meerderheid	O	
van	O	
de	O	
windturbines	B-TERM	
.	O	
Hier	O	
wordt	O	
de	O	
enorme	O	
invloed	O	
van	O	
de	O	
energieopbrengst	B-TERM	
op	O	
de	O	
rendabiliteit	B-TERM	
van	O	
kleine	B-TERM	
windturbines	I-TERM	
nog	O	
maar	O	
eens	O	
onderstreept	O	
.	O	
We	O	
kunnen	O	
hier	O	
concluderen	O	
dat	O	
voor	O	
particulieren	O	
op	O	
twee	O	
modellen	O	
na	O	
alle	O	
kleine	B-TERM	
windturbines	I-TERM	
niet	O	
rendabel	B-TERM	
zijn	O	
onder	O	
dit	O	
windklimaat	B-TERM	
.	O	
De	O	
twee	O	
modellen	O	
die	O	
toch	O	
een	O	
positieve	O	
NCW	B-TERM	
vertonen	O	
worden	O	
pas	O	
rendabel	B-TERM	
tegen	O	
het	O	
einde	O	
van	O	
hun	O	
theoretische	O	
levensduur	O	
.	O	
Dit	O	
maakt	O	
een	O	
investering	O	
in	O	
één	O	
van	O	
deze	O	
twee	O	
modellen	O	
riskant	O	
.	O	
Gevalstudie	O	
