TOKEN	NE-COARSE-LIT	MISC
à	O	
la	O	
condition	O	
qu'	O	
au	O	
moins	O	
un	O	
État	O	
membre	O	
d'	O	
une	O	
telle	O	
organisation	O	
l'	O	
ait	O	
signée	O	
.	O	
Elle	O	
entre	O	
en	O	
vigueur	O	
90	O	
jours	O	
après	O	
le	O	
dépôt	O	
du	O	
30e	O	
instrument	O	
de	O	
ratification	O	
,	O	
d'	O	
acceptation	O	
ou	O	
d'	O	
adhésion	O	
.	O	
ACTES	O	
LIÉS	O	
Décision	B-TERM	
2008	O	
/	O	
201	O	
/	O	
CE	O	
du	O	
Conseil	B-TERM	
du	O	
25	O	
septembre	O	
2008	O	
relative	O	
à	O	
la	O	
conclusion	O	
,	O	
au	O	
nom	O	
de	O	
la	O	
Communauté	B-TERM	
européenne	I-TERM	
,	O	
de	O	
la	O	
convention	B-TERM	
des	I-TERM	
Nations	I-TERM	
unies	I-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
[	O	
Journal	B-TERM	
officiel	I-TERM	
L	O	
287	O	
du	O	
29.10.2008	O	
]	O	
.	O	
Cette	O	
décision	O	
a	O	
permis	O	
l'	O	
approbation	O	
,	O	
au	O	
nom	O	
de	O	
la	O	
Communauté	B-TERM	
européenne	I-TERM	
,	O	
de	O	
la	O	
convention	B-TERM	
des	I-TERM	
Nations	I-TERM	
unies	I-TERM	
contre	I-TERM	
la	I-TERM	
corruption	I-TERM	
.	O	
Cette	O	
décision	O	
autorise	O	
le	O	
président	O	
du	O	
Conseil	B-TERM	
à	O	
désigner	O	
la	O	
ou	O	
les	O	
personnes	O	
habilitées	O	
à	O	
déposer	O	
l'	O	
instrument	O	
de	O	
confirmation	O	
formelle	O	
de	O	
la	O	
Communauté	O	
.	O	
Cet	O	
instrument	O	
a	O	
l'	O	
effet	O	
d'	O	
engager	O	
la	O	
Communauté	O	
.	O	
Il	O	
comprend	O	
une	O	
déclaration	O	
de	O	
la	O	
compétence	O	
de	O	
la	O	
Communauté	O	
concernant	O	
les	O	
questions	O	
régies	O	
par	O	
la	O	
convention	O	
(	O	
annexe	O	
II	O	
)	O	
et	O	
une	O	
déclaration	O	
concernant	O	
le	O	
règlement	B-TERM	
des	O	
différends	B-TERM	
portant	O	
sur	O	
l'	O	
interprétation	O	
ou	O	
l'	O	
application	O	
de	O	
la	O	
convention	O	
(	O	
annexe	O	
III	O	
)	O	
.	O	
N°	O	
:	O	
2008-ENAM-0027	O	
Ecole	O	
doctorale	O	
n°	O	
432	O	
:	O	
Sciences	O	
des	O	
Métiers	O	
de	O	
l	O	
'	O	
Ingénieur	O	
THÈSE	O	
pour	O	
obtenir	O	
le	O	
grade	O	
de	O	
Docteur	O	
de	O	
l	O	
'	O	
École	B-TERM	
Nationale	I-TERM	
Supérieure	I-TERM	
d'	I-TERM	
Arts	I-TERM	
et	I-TERM	
Métiers	I-TERM	
Spécialité	O	
Génie	O	
électrique	B-TERM	
Présentée	O	
et	O	
soutenue	O	
publiquement	O	
par	O	
Vincent	B-TERM	
COURTECUISSE	I-TERM	
le	O	
20	O	
novembre	O	
2008	O	
Supervision	O	
d	O	
'	O	
centrale	B-TERM	
multisources	I-TERM	
à	O	
base	O	
d	O	
'	O	
une	O	
éoliennes	B-TERM	
et	O	
de	O	
stockage	B-TERM	
d	I-TERM	
'	I-TERM	
énergie	I-TERM	
connectée	O	
au	O	
réseau	B-TERM	
électrique	I-TERM	
.	O	
Directeur	O	
de	O	
thèse	O	
:	O	
Benoît	B-TERM	
ROBYNS	I-TERM	
Jury	O	
:	O	
Nouredine	B-TERM	
Hadjsaïd	I-TERM	
-	O	
Professeur	O	
-	O	
Ecole	B-TERM	
Nationale	I-TERM	
Supérieure	I-TERM	
de	I-TERM	
l'	I-TERM	
Energie	I-TERM	
,	I-TERM	
l'	I-TERM	
Eau	I-TERM	
et	I-TERM	
l'	I-TERM	
Environnement	I-TERM	
................................................................................................	O	
Rapporteur	O	
Jean-Claude	B-TERM	
Maun	I-TERM	
-	O	
Professeur	O	
-	O	
Université	B-TERM	
Libre	I-TERM	
de	I-TERM	
Bruxelles	I-TERM	
................................	O	
Rapporteur	O	
Jacques	B-TERM	
Deuse	I-TERM	
-	O	
Chief	O	
Engineer	O	
-	O	
Docteur	O	
-	O	
Tractebel	B-TERM	
Engineering	I-TERM	
SUEZ	I-TERM	
................................	O	
Examinateur	O	
Benoît	B-TERM	
Robyns	I-TERM	
-	O	
Directeur	O	
de	O	
la	O	
recherche	O	
-	O	
HDR	O	
-	O	
Ecole	B-TERM	
des	I-TERM	
Hautes	I-TERM	
Etudes	I-TERM	
d'	I-TERM	
Ingénieur	I-TERM	
(	O	
HEI	B-TERM	
)	O	
................................................................................................................................	O	
Examinateur	O	
Bruno	B-TERM	
François	I-TERM	
-	O	
Maître	O	
de	O	
conférence	O	
-	O	
HDR	O	
-	O	
Ecole	B-TERM	
Centrale	I-TERM	
de	I-TERM	
Lille	I-TERM	
................................	O	
Examinateur	O	
Xavier	B-TERM	
Guillaud	I-TERM	
-	O	
Professeur	O	
-	O	
Ecole	B-TERM	
Centrale	I-TERM	
de	I-TERM	
Lille	I-TERM	
................................................................	O	
Examinateur	O	
Vincent	B-TERM	
Rious	I-TERM	
-	O	
Professeur	O	
assistant	O	
-	O	
Docteur	O	
-	O	
SUPELEC	B-TERM	
................................................................	O	
Examinateur	O	
Jonathan	B-TERM	
Sprooten	I-TERM	
-	O	
Enseignant	O	
-	O	
Chercheur	O	
-	O	
Docteur	O	
-	O	
Ecole	B-TERM	
des	I-TERM	
Hautes	I-TERM	
Etudes	I-TERM	
d'	I-TERM	
Ingénieur	I-TERM	
(	O	
HEI	B-TERM	
)	O	
Examinateur	O	
...................................................................................................	O	
Laboratoire	B-TERM	
d'	I-TERM	
Electrotechnique	I-TERM	
et	I-TERM	
d'	I-TERM	
Electronique	I-TERM	
de	I-TERM	
Puissance	I-TERM	
de	I-TERM	
Lille	I-TERM	
L	O	
'	O	
ENSAM	B-TERM	
est	O	
un	O	
Grand	O	
Etablissement	O	
dépendant	O	
du	O	
Ministère	O	
de	O	
l	O	
'	O	
Education	O	
Nationale	O	
,	O	
composé	O	
de	O	
huit	O	
centres	O	
:	O	
AIX-EN-PROVENCE	B-TERM	
ANGERS	B-TERM	
BORDEAUX	B-TERM	
CHÂLONS-EN-CHAMPAGNE	B-TERM	
CLUNY	B-TERM	
LILLE	B-TERM	
METZ	B-TERM	
PARIS	B-TERM	
2	O	
Table	O	
des	O	
matières	O	
Introduction	O	
générale	O	
........................................................................................................	O	
9	O	
Premiére	O	
partie	O	
:	O	
Insertion	O	
de	O	
la	O	
production	B-TERM	
décentralisée	I-TERM	
dans	O	
le	O	
réseau	B-TERM	
de	I-TERM	
transport	I-TERM	
Chapitre	O	
1	O	
:	O	
Etat	O	
de	O	
l'	O	
art	O	
des	O	
réseaux	B-TERM	
électriques	I-TERM	
..........................................................................	O	
15	O	
I	O	
)	O	
II	O	
)	O	
a.	O	
b.	O	
c.	O	
d.	O	
e	O	
.	O	
III	O	
)	O	
IV	O	
)	O	
a.	O	
b	O	
.	O	
V	O	
)	O	
a.	O	
b.	O	
c.	O	
d	O	
.	O	
Introduction	O	
......................................................................................................................	O	
15	O	
Structure	O	
des	O	
«	O	
systèmes	B-TERM	
électriques	I-TERM	
»	O	
.........................................................................	O	
15	O	
Architecture	O	
du	O	
«	O	
système	B-TERM	
électrique	I-TERM	
»	O	
........................................................................	O	
15	O	
Système	O	
interconnecté	B-TERM	
..................................................................................................	O	
16	O	
Les	O	
niveaux	O	
de	O	
tension	B-TERM	
et	O	
de	O	
fréquence	B-TERM	
........................................................................	O	
18	O	
Un	O	
réseau	B-TERM	
conçu	O	
et	O	
dimensionné	O	
de	O	
façon	O	
verticale	O	
et	O	
unidirectionnelle	O	
...................	O	
19	O	
La	O	
libéralisation	O	
du	O	
marché	O	
de	O	
l'	O	
électricité	B-TERM	
.................................................................	O	
21	O	
La	O	
conduite	B-TERM	
des	I-TERM	
réseaux	I-TERM	
...............................................................................................	O	
25	O	
Les	O	
services	B-TERM	
système	I-TERM	
.....................................................................................................	O	
27	O	
Le	O	
réglage	B-TERM	
de	I-TERM	
fréquence	I-TERM	
...............................................................................................	O	
27	O	
Le	O	
réglage	B-TERM	
de	I-TERM	
tension	I-TERM	
....................................................................................................	O	
33	O	
Retour	O	
d'	O	
expérience	O	
sur	O	
l'	O	
incident	O	
du	O	
4	O	
novembre	O	
2006	O	
............................................	O	
36	O	
Evénements	O	
conduisant	O	
à	O	
l'	O	
incident	O	
............................................................................	O	
36	O	
Séparation	O	
du	O	
réseau	B-TERM	
de	O	
l'	O	
UCTE	B-TERM	
.................................................................................	O	
37	O	
Comportement	O	
de	O	
l'	O	
éolien	B-TERM	
durant	O	
l'	O	
incident	O	
...............................................................	O	
38	O	
Conclusion	O	
....................................................................................................................	O	
40	O	
Chapitre	O	
2	O	
:	O	
Etat	O	
de	O	
l'	O	
art	O	
sur	O	
la	O	
production	B-TERM	
décentralisée	I-TERM	
:	O	
problématique	O	
vis-à-vis	O	
du	O	
réseau	B-TERM	
...	O	
41	O	
I	O	
)	O	
II	O	
)	O	
III	O	
)	O	
a.	O	
b	O	
.	O	
IV	O	
)	O	
a.	O	
b	O	
.	O	
Introduction	O	
......................................................................................................................	O	
41	O	
Définitions	O	
.....................................................................................................................	O	
41	O	
Les	O	
différentes	O	
technologies	B-TERM	
.........................................................................................	O	
42	O	
Les	O	
énergies	B-TERM	
primaires	I-TERM	
fossiles	I-TERM	
.....................................................................................	O	
42	O	
Les	O	
énergies	B-TERM	
renouvelables	I-TERM	
...........................................................................................	O	
43	O	
Problématique	O	
d'	O	
insertion	O	
de	O	
la	O	
production	B-TERM	
décentralisée	I-TERM	
.........................................	O	
46	O	
Impact	O	
de	O	
la	O	
production	B-TERM	
décentralisée	I-TERM	
sur	O	
le	O	
réseau	B-TERM	
...................................................	O	
46	O	
Problématique	O	
d'	O	
insertion	O	
...........................................................................................	O	
48	O	
3	O	
Chapitre	O	
3	O	
:	O	
Capacité	O	
de	O	
réglage	O	
des	O	
éoliennes	B-TERM	
de	I-TERM	
grande	I-TERM	
puissance	I-TERM	
..............................................	O	
49	O	
I	O	
)	O	
II	O	
)	O	
a.	O	
b	O	
.	O	
III	O	
)	O	
a.	O	
b	O	
.	O	
Introduction	O	
......................................................................................................................	O	
49	O	
Etat	O	
des	O	
lieux	O	
des	O	
différentes	O	
technologies	B-TERM	
de	O	
turbine	B-TERM	
éolienne..................................50	I-TERM	
Généralités	O	
....................................................................................................................	O	
50	O	
Régulation	O	
mécanique	B-TERM	
de	O	
la	O	
puissance	B-TERM	
d'	O	
une	O	
éolienne	B-TERM	
................................................	O	
52	O	
Chaîne	B-TERM	
de	I-TERM	
conversion	I-TERM	
électrique	I-TERM	
des	O	
éoliennes	B-TERM	
de	I-TERM	
grande	I-TERM	
puissance	I-TERM	
..........................	O	
55	O	
Eolienne	B-TERM	
à	I-TERM	
vitesse	I-TERM	
fixe	I-TERM	
...................................................................................................	O	
55	O	
Eolienne	B-TERM	
à	I-TERM	
vitesse	I-TERM	
variable	I-TERM	
basée	O	
sur	O	
une	O	
machine	B-TERM	
asynchrone	I-TERM	
à	I-TERM	
double	I-TERM	
alimentation	I-TERM	
56	O	
c.	O	
d	O	
.	O	
Eolienne	B-TERM	
à	I-TERM	
vitesse	I-TERM	
variable	I-TERM	
basée	O	
sur	O	
une	O	
machine	B-TERM	
synchrone	I-TERM	
....................................	O	
60	O	
Bilan	O	
des	O	
capacités	O	
de	O	
réglages	O	
des	O	
différentes	O	
technologies	B-TERM	
d'	O	
éoliennes	B-TERM	
de	O	
grande	O	
puissance	B-TERM	
...............................................................................................................................	O	
63	O	
Deuxiéme	O	
partie	O	
:	O	
Modélisation	O	
Chapitre	O	
4	O	
:	O	
Modélisation	O	
du	O	
réseau	B-TERM	
...............................................................................................	O	
69	O	
I	O	
)	O	
II	O	
)	O	
a.	O	
b.	O	
c.	O	
d	O	
.	O	
III	O	
)	O	
a.	O	
b	O	
.	O	
Introduction	O	
......................................................................................................................	O	
69	O	
Modélisation	O	
sous	O	
simulink...........................................................................................69	B-TERM	
Modélisation	O	
du	O	
jeu	B-TERM	
de	I-TERM	
barre........................................................................................71	I-TERM	
Modélisation	O	
de	O	
la	O	
charge	B-TERM	
.............................................................................................	O	
71	O	
Modélisation	O	
d'	O	
une	O	
source	O	
classique	O	
............................................................................	O	
71	O	
Simulation	O	
du	O	
modèle	O	
dans	O	
un	O	
réseau	B-TERM	
alimentant	O	
des	O	
charges	B-TERM	
passives	I-TERM	
.....................	O	
73	O	
Modélisation	O	
sous	O	
EUROSTAG	B-TERM	
...................................................................................	O	
75	O	
Généralité	O	
......................................................................................................................	O	
75	O	
Réseaux	B-TERM	
carrés	I-TERM	
..............................................................................................................	O	
77	O	
Chapitre	O	
5	O	
:	O	
Modélisation	O	
du	O	
générateur	B-TERM	
éolien..............................................................................79	I-TERM	
I	O	
)	O	
II	O	
)	O	
a.	O	
b.	O	
c.	O	
d	O	
.	O	
Introduction	O	
......................................................................................................................	O	
79	O	
Modélisation	O	
de	O	
la	O	
turbine	B-TERM	
,	O	
du	O	
générateur	B-TERM	
et	O	
du	O	
convertisseur	B-TERM	
associé	O	
......................	O	
80	O	
Modélisation	O	
de	O	
la	O	
turbine............................................................................................80	B-TERM	
Modélisation	O	
de	O	
l'	O	
arbre	B-TERM	
de	O	
la	O	
machine	B-TERM	
.........................................................................	O	
83	O	
Modélisation	O	
de	O	
la	O	
machine	B-TERM	
synchrone	I-TERM	
........................................................................	O	
84	O	
Détermination	O	
de	O	
la	O	
structure	O	
de	O	
commande	O	
maximale..............................................85	O	
4	O	
III	O	
)	O	
a	O	
.	O	
IV	O	
)	O	
V	O	
)	O	
a	O	
.	O	
Modélisation	O	
côté	O	
réseau	B-TERM	
..............................................................................................	O	
85	O	
Connexion	O	
du	O	
générateur	B-TERM	
sur	O	
le	O	
réseau	B-TERM	
.......................................................................	O	
86	O	
Stratégie	O	
de	O	
maximisation	O	
de	O	
la	O	
puissance	B-TERM	
..................................................................	O	
90	O	
Implantation	B-TERM	
du	O	
modèle	O	
sous	O	
EUROSTAG	B-TERM	
.................................................................	O	
95	O	
Simplification	O	
du	O	
modèle	O	
..............................................................................................	O	
97	O	
Chapitre	O	
6	O	
:	O	
Présentation	O	
du	O	
banc	O	
d'	O	
essais	O	
...................................................................................	O	
103	O	
I	O	
)	O	
II	O	
)	O	
a.	O	
b.	O	
c	O	
.	O	
III	O	
)	O	
a.	O	
b.	O	
c	O	
.	O	
IV	O	
)	O	
a.	O	
b	O	
.	O	
V	O	
)	O	
Introduction	O	
....................................................................................................................	O	
103	O	
Présentation	O	
de	O	
la	O	
plate	O	
forme	O	
d'	O	
essais	O	
......................................................................	O	
104	O	
L'	O	
Emulateur	B-TERM	
Turbine	I-TERM	
Eolienne	I-TERM	
.................................................................................	O	
104	O	
La	O	
Machine	B-TERM	
Synchrone	I-TERM	
à	I-TERM	
Aimants	I-TERM	
Permanents	I-TERM	
:	O	
MSAP	B-TERM	
..........................................	O	
105	O	
La	O	
connexion	B-TERM	
au	I-TERM	
réseau	I-TERM	
:	O	
CAR	B-TERM	
..................................................................................	O	
105	O	
L'	O	
émulateur	O	
éolien	B-TERM	
.....................................................................................................	O	
105	O	
Modèle	O	
........................................................................................................................	O	
105	O	
Commande	O	
..................................................................................................................	O	
106	O	
Résultats	O	
expérimentaux	O	
............................................................................................	O	
107	O	
La	O	
machine	B-TERM	
synchrone	I-TERM	
à	I-TERM	
aimant	I-TERM	
permanent	I-TERM	
.............................................................	O	
108	O	
Modèle	O	
........................................................................................................................	O	
108	O	
Commande	O	
..................................................................................................................	O	
109	O	
Essais	O	
expérimentaux	O	
de	O	
la	O	
stratégie	O	
MPPT	B-TERM	
.............................................................	O	
110	O	
Troisiéme	O	
partie	O	
:	O	
Capacité	O	
des	O	
générateurs	B-TERM	
éoliens	I-TERM	
à	O	
participer	O	
aux	O	
réglages	B-TERM	
de	I-TERM	
fréquence	I-TERM	
Chapitre	O	
7	O	
:	O	
Présentation	O	
des	O	
stratégies	O	
de	O	
commande	O	
................................................................	O	
121	O	
I	O	
)	O	
II	O	
)	O	
a.	O	
b.	O	
c	O	
.	O	
III	O	
)	O	
a	O	
.	O	
IV	O	
)	O	
a	O	
.	O	
Introduction	O	
....................................................................................................................	O	
121	O	
Etat	O	
de	O	
l'	O	
art	O	
:	O	
réglage	B-TERM	
fréquence-puissance	I-TERM	
des	O	
générateurs	B-TERM	
éoliens	I-TERM	
........................	O	
121	O	
Le	O	
cas	O	
Irlandais	O	
..........................................................................................................	O	
122	O	
Le	O	
cas	O	
Dannois	O	
............................................................................................................	O	
124	O	
Etat	O	
de	O	
l'	O	
art	O	
des	O	
stratégies	O	
de	O	
contrôle	O	
......................................................................	O	
127	O	
Stratégie	O	
de	O	
commande	B-TERM	
en	I-TERM	
couple	I-TERM	
..............................................................................	O	
129	O	
Stratégie	O	
de	O	
commande	O	
..............................................................................................	O	
130	O	
Stratégie	B-TERM	
multivariables	I-TERM	
basée	I-TERM	
sur	I-TERM	
la	I-TERM	
logique	I-TERM	
floue	I-TERM	
...................................................	O	
134	O	
Stratégie	O	
de	O	
commande	O	
..............................................................................................	O	
134	O	
5	O	
b.	O	
c.	O	
d.	O	
f	O	
.	O	
V	O	
)	O	
Correcteur	O	
flou	O	
...........................................................................................................	O	
138	O	
Supervision	O	
de	O	
l'	O	
angle	B-TERM	
de	I-TERM	
calage	I-TERM	
.................................................................................	O	
139	O	
Supervision	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
...................................................................	O	
142	O	
Comparaison	O	
des	O	
stratégies	O	
de	O	
commande	O	
................................................................	O	
151	O	
Conclusion	O	
...................................................................................................................	O	
152	O	
Chapitre	O	
8	O	
:	O	
Validation	O	
expérimentale	O	
..........................................................................................	O	
153	O	
I	O	
)	O	
II	O	
)	O	
a.	O	
b.	O	
c.	O	
d	O	
.	O	
III	O	
)	O	
a.	O	
b.	O	
c.	O	
d	O	
.	O	
IV	O	
)	O	
Introduction	O	
....................................................................................................................	O	
153	O	
Stratégie	O	
de	O	
commande	B-TERM	
en	I-TERM	
couple	I-TERM	
..............................................................................	O	
153	O	
Essais	O	
expérimentaux	O	
à	O	
vent	B-TERM	
moyen	O	
sans	O	
variation	O	
de	O	
la	O	
fréquence	B-TERM	
.........................	O	
154	O	
Essais	O	
expérimentaux	O	
à	O	
vent	B-TERM	
moyen	O	
avec	O	
variation	O	
fictif	O	
de	O	
la	O	
fréquence	B-TERM	
................	O	
155	O	
Essais	O	
expérimentaux	O	
à	O	
vent	B-TERM	
fort	O	
sans	O	
variation	O	
de	O	
la	O	
fréquence..............................156	B-TERM	
Essais	O	
expérimentaux	O	
à	O	
vent	B-TERM	
fort	O	
avec	O	
variation	O	
de	O	
la	O	
fréquence..............................157	B-TERM	
Stratégie	B-TERM	
de	I-TERM	
commande	I-TERM	
multivariables	I-TERM	
......................................................................	O	
158	O	
Implantation	B-TERM	
sur	O	
le	O	
banc	O	
d'	O	
essais	O	
...............................................................................	O	
158	O	
Essais	O	
expérimentaux..................................................................................................160	O	
Comparaison	O	
des	O	
puissances	B-TERM	
générées	I-TERM	
sous	O	
différentes	O	
conditions	O	
de	O	
vent	B-TERM	
..............	O	
168	O	
Influence	O	
de	O	
la	O	
dynamique	B-TERM	
du	O	
système	B-TERM	
d'	I-TERM	
orientation	I-TERM	
des	I-TERM	
pales.................................169	I-TERM	
Conclusion	O	
...................................................................................................................	O	
170	O	
Chapitre	O	
9	O	
:	O	
Participation	O	
au	O	
réglage	B-TERM	
primaire	I-TERM	
et	O	
secondaire	B-TERM	
de	O	
fréquence	B-TERM	
................................	O	
171	O	
I	O	
)	O	
II	O	
)	O	
III	O	
)	O	
IV	O	
)	O	
Introduction	O	
....................................................................................................................	O	
171	O	
Implantation	B-TERM	
de	O	
la	O	
stratégie	B-TERM	
de	I-TERM	
commande	I-TERM	
multivariables	I-TERM	
sur	O	
EUROSTAG...........171	B-TERM	
Simulations..................................................................................................................174	O	
Conclusion	O	
...................................................................................................................	O	
178	O	
Quatriéme	O	
partie	O	
:	O	
Supervision	O	
de	O	
systémes	O	
multisources	O	
Chapitre	O	
10	O	
:	O	
Système	B-TERM	
de	I-TERM	
stockage	I-TERM	
d'	I-TERM	
énergie	I-TERM	
................................................................................	O	
183	O	
I	O	
)	O	
II	O	
)	O	
a	O	
.	O	
Introduction	O	
....................................................................................................................	O	
183	O	
Stockage	B-TERM	
long	I-TERM	
terme	I-TERM	
....................................................................................................	O	
183	O	
Stockage	O	
par	O	
système	O	
hydraulique	B-TERM	
.............................................................................	O	
183	O	
6	O	
b.	O	
c.	O	
d.	O	
e.	O	
f	O	
.	O	
III	O	
)	O	
a.	O	
b.	O	
c.	O	
d	O	
.	O	
IV	O	
)	O	
V	O	
)	O	
Stockage	O	
sous	O	
forme	O	
d'	O	
air	O	
comprimé	O	
(	O	
CAES	B-TERM	
,	O	
Compressed	B-TERM	
Air	I-TERM	
Energy	I-TERM	
Storage	I-TERM	
)	O	
...	O	
185	O	
Stockage	O	
sous	O	
forme	O	
chimique	O	
...................................................................................	O	
186	O	
Stockage	O	
sous	O	
forme	O	
d'	O	
hydrogène	O	
.............................................................................	O	
188	O	
Stockage	O	
sous	O	
forme	O	
thermique	O	
.................................................................................	O	
189	O	
Synthèse	O	
......................................................................................................................	O	
189	O	
Stockage	B-TERM	
à	I-TERM	
court	I-TERM	
terme	I-TERM	
...............................................................................................	O	
191	O	
Volant	B-TERM	
d'	I-TERM	
inertie	I-TERM	
..........................................................................................................	O	
191	O	
Supercapacité	B-TERM	
.............................................................................................................	O	
192	O	
Inductance	B-TERM	
supraconductrice	I-TERM	
(	O	
SMES	B-TERM	
Superconducting	B-TERM	
Magnet	I-TERM	
Energy	I-TERM	
Storage	I-TERM	
)	O	
..	O	
192	O	
Synthèse	O	
......................................................................................................................	O	
192	O	
Utilisation	O	
du	O	
stockage	O	
...............................................................................................	O	
193	O	
Modélisation	O	
du	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
dans	O	
le	O	
cadre	O	
de	O	
l'	O	
étude	O	
.................................	O	
196	O	
Chapitre	O	
11	O	
:	O	
Supervision	O	
des	O	
systèmes	B-TERM	
multisources	I-TERM	
..................................................................	O	
200	O	
I	O	
)	O	
a.	O	
b.	O	
c.	O	
d.	O	
e.	O	
f	O	
.	O	
II	O	
)	O	
a.	O	
b	O	
.	O	
III	O	
)	O	
a	O	
.	O	
Différentes	O	
problématiques	O	
pour	O	
différentes	O	
échelles	O	
de	O	
temps	O	
...................................	O	
201	O	
Dimensionnement	O	
.......................................................................................................	O	
201	O	
Plan	O	
pluriannuel	O	
.........................................................................................................	O	
202	O	
Supervision	O	
long	O	
terme	O	
...............................................................................................	O	
203	O	
Supervision	O	
moyen	O	
terme	O	
...........................................................................................	O	
204	O	
Supervision	O	
temps	O	
réel	O	
...............................................................................................	O	
204	O	
Synthèse	O	
......................................................................................................................	O	
205	O	
Méthodologie	O	
..............................................................................................................	O	
206	O	
Exemple	O	
de	O	
la	O	
gestion	O	
au	O	
niveau	O	
d'	O	
un	O	
bac	O	
d'	O	
eau	O	
.......................................................	O	
206	O	
Application	O	
à	O	
un	O	
système	B-TERM	
multisources	I-TERM	
......................................................................	O	
210	O	
Comparaison	O	
de	O	
différentes	O	
topologies	O	
......................................................................	O	
233	O	
Association	O	
générateur	B-TERM	
éolien	I-TERM	
,	O	
source	O	
prévisible	O	
,	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
à	I-TERM	
court	I-TERM	
terme	I-TERM	
et	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
à	I-TERM	
long	I-TERM	
terme	I-TERM	
......................................................................................	O	
234	O	
b	O	
.	O	
Association	O	
d'	O	
un	O	
générateur	B-TERM	
éolien	I-TERM	
,	O	
d'	O	
une	O	
source	O	
prévisible	O	
,	O	
d'	O	
un	O	
système	O	
de	O	
stockage	B-TERM	
à	I-TERM	
court	I-TERM	
terme	I-TERM	
(	O	
2	O	
)	O	
..................................................................................................	O	
239	O	
c.	O	
d.	O	
e	O	
.	O	
Association	O	
d'	O	
un	O	
générateur	B-TERM	
éolien	I-TERM	
et	O	
d'	O	
une	O	
source	O	
prévisible	O	
.................................	O	
245	O	
Association	O	
générateur	B-TERM	
éolien	I-TERM	
et	O	
d'	O	
un	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
à	I-TERM	
court	I-TERM	
terme	I-TERM	
...............	O	
249	O	
Association	O	
d'	O	
un	O	
générateur	B-TERM	
éolien	I-TERM	
,	O	
d'	O	
un	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
à	I-TERM	
court	I-TERM	
et	O	
long	B-TERM	
terme	I-TERM	
253	O	
f	O	
.	O	
Comparaison	O	
..............................................................................................................	O	
259	O	
7	O	
Conclusion	O	
générale	O	
et	O	
Perspectives	O	
.................................................................................	O	
263	O	
Annexe	O	
1	O	
:	O	
La	O	
Représentation	B-TERM	
Energétique	I-TERM	
Macroscopique	I-TERM	
(	O	
REM	B-TERM	
)	O	
.....................................	O	
280	O	
Annexe	O	
2	O	
:	O	
Le	O	
Graphe	B-TERM	
de	I-TERM	
Commande	I-TERM	
Etape	I-TERM	
-	I-TERM	
Transition	I-TERM	
:	O	
Grafcet	B-TERM	
......................................	O	
284	O	
Annexe	O	
3	O	
:	O	
Graphe	B-TERM	
opérationnel	I-TERM	
et	O	
algorithme	O	
floue	O	
des	O	
différents	O	
cas	O	
d'	O	
étude	O	
.....................	O	
287	O	
8	O	
Introduction	O	
générale	O	
La	O	
libéralisation	O	
du	O	
marché	O	
de	O	
l'	O	
électricité	B-TERM	
et	O	
le	O	
développement	O	
de	O	
la	O	
production	B-TERM	
décentralisée	I-TERM	
induisent	O	
de	O	
nombreux	O	
problèmes	O	
scientifiques	O	
et	O	
techniques	B-TERM	
nouveaux	O	
.	O	
Ces	O	
problèmes	O	
sont	O	
liés	O	
évidemment	O	
aux	O	
nouveaux	O	
types	O	
de	O	
sources	O	
,	O	
distribuées	O	
géographiquement	O	
et	O	
se	O	
développant	O	
rapidement	O	
,	O	
mais	O	
ils	O	
concerneront	O	
également	O	
,	O	
d'	O	
ici	O	
quelques	O	
années	O	
,	O	
la	O	
gestion	O	
,	O	
voire	O	
la	O	
structure	O	
des	O	
réseaux	B-TERM	
d'	I-TERM	
énergie	I-TERM	
.	O	
Le	O	
problème	O	
majeur	O	
associé	O	
aux	O	
sources	B-TERM	
d'	I-TERM	
énergie	I-TERM	
décentralisées	O	
est	O	
qu'	O	
elles	O	
ne	O	
participent	O	
en	O	
général	O	
pas	O	
aux	O	
services	B-TERM	
système	I-TERM	
(	O	
réglage	B-TERM	
tension	I-TERM	
,	O	
fréquence	B-TERM	
,	O	
îlotage	B-TERM	
,	O	
...	O	
)	O	
.	O	
Ceci	O	
est	O	
particulièrement	O	
vrai	O	
pour	O	
les	O	
sources	B-TERM	
à	I-TERM	
énergies	I-TERM	
renouvelables	I-TERM	
dont	O	
la	O	
source	B-TERM	
primaire	I-TERM	
est	O	
difficilement	O	
prévisible	O	
et	O	
très	O	
fluctuante	O	
.	O	
Le	O	
fait	O	
de	O	
ne	O	
pas	O	
participer	O	
aux	O	
services	B-TERM	
système	I-TERM	
amène	O	
ce	O	
type	O	
de	O	
source	O	
à	O	
se	O	
comporter	O	
comme	O	
des	O	
générateurs	B-TERM	
passifs	I-TERM	
du	O	
point	O	
de	O	
vue	O	
électrique	B-TERM	
.	O	
Le	O	
réglage	B-TERM	
de	I-TERM	
la	I-TERM	
